,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
34,"Population ages 75-79, female (% of female population)",0.482732290675826,0.512564582538191,0.557175872722194,0.602667886914153,0.631181795344812,0.639032023624587,0.630058369188522,0.604981027955112,0.575724032106561,0.560004899528169,0.560553539209367,0.574923192203885,0.603347362327501,0.636997499364001,0.663030188538546,0.67866414759543,0.684831640737969,0.681240729573788,0.674163750089583,0.67269005631394,0.67900706532637,0.691911089006262,0.711271427986637,0.732716323267895,0.750092534321952,0.761865715556049,0.769312380336911,0.772703549139741,0.774045422084382,0.776403854847343,0.780817606175342,0.786799656043594,0.794155875388582,0.802183221965925,0.809794279685771,0.816853331789821,0.823887951594002,0.831171126070997,0.839413630408955,0.849554631130881,0.861871332438207,0.875775471772419,0.890852926193944,0.906961151246497,0.923812362196295,0.941213590492433,0.959158304468824,0.977573833167152,0.99643414381825,1.01558091736338,1.03480342769194,1.05581526899297,1.08012052043794,1.1059250522732,1.12979399660171,1.15031652874615,1.16696873598214,1.17989322861573,1.19164522513899,1.20614225223127,1.22357081412879,1.23451368567102,1.24342690685436
35,"Population ages 65 and above, total",14678435.0,15192249.0,15810496.0,16489844.0,17157102.0,17756759.0,18280245.0,18740035.0,19187064.0,19674356.0,20207824.0,20803957.0,21484606.0,22240002.0,23040039.0,23863475.0,24692518.0,25501542.0,26279817.0,27033769.0,27766352.0,28481435.0,29191693.0,29906950.0,30631953.0,31373316.0,32137065.0,32925433.0,33745019.0,34607173.0,35519121.0,36482956.0,37501242.0,38574904.0,39704571.0,40890772.0,42132170.0,43426840.0,44774513.0,46173856.0,47616579.0,49113495.0,50676067.0,52269470.0,53832505.0,55342330.0,56817102.0,58275189.0,59741552.0,61251588.0,62849330.0,64583831.0,66495584.0,68634509.0,71341897.0,74613573.0,78116348.0,81804197.0,85618417.0,89515357.0,93171419.0,95749032.0,97734540.0
36,"Population ages 65 and above, female",7366145.0,7617823.0,7929384.0,8274721.0,8610006.0,8906339.0,9158490.0,9372226.0,9575561.0,9800204.0,10053300.0,10343459.0,10682933.0,11066082.0,11475302.0,11899170.0,12330247.0,12756730.0,13173679.0,13584443.0,13990732.0,14394914.0,14803270.0,15220442.0,15648356.0,16089592.0,16546598.0,17019883.0,17511161.0,18023951.0,18560448.0,19118616.0,19696104.0,20293783.0,20915658.0,21563718.0,22237644.0,22938325.0,23666444.0,24420534.0,25196609.0,26003768.0,26851271.0,27722058.0,28581022.0,29414309.0,30231611.0,31039079.0,31845550.0,32666813.0,33525239.0,34447318.0,35456527.0,36564888.0,37920662.0,39536588.0,41269636.0,43099520.0,44999443.0,46949331.0,48824994.0,50205819.0,51290577.0
37,"Population ages 60-64, female (% of female population)",2.3668685388378,2.36304194215552,2.32286731166051,2.27017373765977,2.23744407606259,2.23304762525281,2.25289988590409,2.29542769339011,2.3458210268237,2.38326275859105,2.40076946639694,2.40263693501114,2.38960542681175,2.36828051244696,2.34990450346232,2.33829977921479,2.33166812725223,2.32910825738711,2.32868775138123,2.32702079745229,2.32270366772491,2.31711326351863,2.3111628936424,2.30588606853203,2.30339193626866,2.30516122672339,2.31057187517201,2.31940193063997,2.33158748724075,2.34669595161857,2.36431226486415,2.38417840208111,2.40547972822781,2.42690240983385,2.44666757967103,2.46332449590825,2.4798064931635,2.49851398135542,2.5161614916521,2.52669440622946,2.52899739884877,2.52409344319306,2.5130908883518,2.50199357538822,2.49906662809655,2.50922880605719,2.53268573768261,2.56805940183824,2.61243252771583,2.68916450123878,2.7972063932373,2.90984204293789,3.02639733633604,3.14710453603777,3.24913875818772,3.32814692757979,3.40081122073976,3.46734973400278,3.52847996698861,3.58360617817817,3.63389843596211,3.67645917167444,3.71616912673302
38,"Population ages 50-54, female (% of female population)",3.76557695051311,3.76835320852023,3.74573904278704,3.70806737582151,3.6721014873313,3.64435559411236,3.62326581949702,3.60868966127938,3.59743947570602,3.58460357102379,3.56908449426172,3.55161552454004,3.53222905590759,3.51261764866458,3.49615210572209,3.48509980193003,3.47871570441817,3.47629801387605,3.47831329826055,3.48428321442749,3.4927611821292,3.50359965007683,3.51692443957352,3.53074626718793,3.54176563315816,3.5477616033148,3.55195392896912,3.55818253307612,3.56221324812434,3.55552277375594,3.53813459040339,3.51246169644625,3.47931857319859,3.44656433626248,3.4254327665508,3.42103007587382,3.43216650520585,3.45656049836679,3.48995569856898,3.56272367827596,3.67404157323097,3.79009307575594,3.91164520162516,4.04114491631634,4.14833267260101,4.22855709416764,4.30634647933224,4.37940877369427,4.44531797553053,4.50223054422494,4.55460558270954,4.60718963532424,4.65948898951564,4.71174622662655,4.76526645793711,4.81480299328747,4.85726675685451,4.90016013268012,4.94784155038743,4.99850473318042,5.05339429013292,5.11483296645142,5.18000480107167
39,"Population ages 40-44, female (% of female population)",5.0518395161034,5.0185537429172,4.98124551220955,4.9421509454111,4.90582052855206,4.87695856346105,4.85549403039694,4.83956969264106,4.82831056374996,4.82228610703315,4.82169985637585,4.82461955439158,4.83014335320865,4.83585666884335,4.83726477686117,4.83185625136239,4.82410854266913,4.81918061990799,4.81172165900793,4.78944708749675,4.75119265025413,4.70031909148441,4.63910578684718,4.57828009676105,4.53244149470513,4.50855545011492,4.50393657992961,4.51586072107183,4.53921938352675,4.61194768564645,4.73347733537725,4.86062491961249,4.99361292140209,5.13570837439645,5.24849208843787,5.32572000416244,5.3987310595474,5.46521287952573,5.52208054122181,5.56707696691056,5.60526244598281,5.6417284139115,5.67706613785293,5.71349036467503,5.7520325584159,5.78712306696207,5.81727024662246,5.84850979626001,5.88296376419241,5.91766985597261,5.95511952067521,6.00088387801371,6.05078167101551,6.10319473015771,6.16325550570157,6.22322829433219,6.27733190685177,6.32443488592698,6.36137919141456,6.40018398204703,6.45876629804202,6.53816257452785,6.63132627473027
40,"Population ages 30-34, female (% of female population)",6.60216247550531,6.59058715896227,6.58254330665563,6.57382784050517,6.55896849238702,6.53741307864181,6.51525562302926,6.49580739874364,6.46902672135704,6.42093638049961,6.3541462375963,6.27053298575096,6.17257513107571,6.07554948229679,5.99766390517612,5.94883649965662,5.9252725835582,5.9257458233707,5.94445342868739,6.02757024350137,6.17263007619356,6.32214845716987,6.47635306652523,6.63963304506185,6.7612831894599,6.83400417683042,6.89773104773138,6.95121046284648,6.99337301833401,7.02109591437765,7.04250930747171,7.06285558034999,7.08089845196356,7.09948599715098,7.11956088088446,7.13321775860864,7.13885175038958,7.14593296026294,7.15779126073751,7.17106704851228,7.18757507123515,7.21243886627629,7.24132671156117,7.27329969196262,7.312891928937,7.35079169367094,7.38227157410995,7.40468676787737,7.41356872994266,7.4228978284163,7.45298056582367,7.50251614195462,7.56509810493031,7.64175721171657,7.72505667399305,7.80050416182866,7.87037196423344,7.93368849470354,7.98127455516246,8.0150560733169,8.03678404446214,8.05109370528859,8.06495907554698
41,"Population ages 20-24, female (% of female population)",8.54038640838014,8.41648021645998,8.2734340603131,8.12872481703833,8.00960161880931,7.93388367155154,7.89699101816587,7.88985386344759,7.90018871367126,7.99361737777487,8.17150222193436,8.35508167026377,8.54423727405672,8.74391166848416,8.88509606458759,8.96007522929698,9.02202510758336,9.07341122940777,9.1133032394075,9.13277188139137,9.14063803521026,9.14400592193427,9.1416060019473,9.13701633607423,9.13034225166844,9.11256740268038,9.08106023432217,9.04948715770711,9.02627961376366,9.0069770776882,8.99585972401912,8.99693145937291,9.00259864278549,9.01244967552445,9.03083436447366,9.04511950197724,9.04969570305327,9.04295719842365,9.01988288333708,8.99715934130785,8.99623363907198,9.01367900691484,9.04437249967766,9.09178003647055,9.14597967576325,9.18968514215811,9.22614845298604,9.25328542391752,9.26195823244235,9.2541130727406,9.22929503044216,9.18938309037373,9.14753587607149,9.10523286944896,9.05841388058055,9.01728807965908,8.97570900981722,8.92891091484122,8.88244948356075,8.83695131911754,8.80341154221028,8.79751207092807,8.79907318252342
42,"Population ages 15-64, male",129561939.0,131820336.0,134114410.0,136474698.0,139210229.0,142303843.0,145479305.0,148793551.0,152305734.0,155997889.0,159853267.0,163813992.0,167880764.0,172086853.0,176376871.0,180756160.0,185205458.0,189815703.0,194626414.0,199551287.0,204595109.0,209712939.0,214910887.0,220266784.0,225751666.0,231333370.0,237036480.0,242879520.0,248911194.0,255140407.0,261506458.0,267938721.0,274434272.0,281020186.0,287780335.0,294753977.0,301915946.0,309241713.0,316690849.0,324271563.0,331949275.0,339744872.0,347608938.0,355480266.0,363409505.0,371296735.0,379145182.0,387026058.0,394873094.0,402714845.0,410677043.0,418727029.0,426774881.0,434779546.0,442515942.0,450023210.0,457653770.0,465248052.0,472475512.0,479375657.0,486051680.0,492081401.0,497519359.0
43,"Population ages 15-19, female (% of female population)",9.1484521963971,9.09990547227135,9.08393716931902,9.08732309975061,9.18508187431367,9.37927172952437,9.58606955924606,9.80240689718722,10.0291246340765,10.1913870692235,10.281336095664,10.3570811852253,10.4142446453565,10.4481346578204,10.454269629983,10.4466504242144,10.4368906702845,10.4262991092348,10.4175342840003,10.4080085620559,10.3855787792829,10.3474554159761,10.3077359150968,10.2727641172342,10.2371766860274,10.2055561161274,10.1856654222907,10.1714191364244,10.1611751349246,10.1591124307176,10.1539380492275,10.1383362559861,10.1089111303572,10.0628866879904,10.0193253927148,10.0021856011379,10.0085120070043,10.0306342181634,10.0692552398089,10.1122395839125,10.1406474973866,10.1574672005883,10.1620324109729,10.1476469638998,10.1167197416136,10.0659606861695,9.99713589129838,9.92613057496753,9.85479664794921,9.77732690777305,9.70716023604472,9.63785716738122,9.56263247596104,9.49134509370317,9.42479340163307,9.36583943511321,9.32471100474724,9.28981855029587,9.24008609622879,9.17404960655388,9.08550957506895,8.96762532060987,8.83528610564246
44,"Population ages 05-09, female (% of female population)",13.375320322528,13.4490317935944,13.4993500383601,13.5228543948699,13.5168521654544,13.4988591512758,13.4845187046796,13.468431718736,13.4484720860966,13.4277292362651,13.392386879398,13.3387084649882,13.2826105915277,13.2295820238005,13.1764179146604,13.1313407599896,13.1053081472517,13.0843086023206,13.0630899864676,13.0477216673153,13.0187907085519,12.9707628722898,12.9027037080372,12.8070784713717,12.7081456053136,12.6396865029755,12.5972865136333,12.5730290406371,12.5696678044319,12.5711331040164,12.5571711020574,12.5341254901484,12.4970740605184,12.4346626334922,12.3497671920993,12.238522961454,12.1037614943481,11.9647901220138,11.8251022077005,11.6789814067872,11.5405099697924,11.4003073880902,11.2535530378812,11.114918062467,10.9830872176659,10.8636687312567,10.7713699221991,10.688902582856,10.5915720393073,10.475429176322,10.3270844388781,10.1338212044535,9.92150463851385,9.7203083802005,9.54129099825354,9.38407003948168,9.24145756684313,9.10528247898595,8.9677122355837,8.80407904404325,8.6265569001784,8.4763107560594,8.33475073185001
45,"Population ages 0-14, male",93261350.0,96165815.0,99130339.0,102123470.0,104855605.0,107219224.0,109440547.0,111609618.0,113819244.0,116062165.0,118284613.0,120544453.0,122846939.0,125204686.0,127642454.0,130080487.0,132509850.0,134935812.0,137337056.0,139825715.0,142504599.0,145350386.0,148243209.0,151148977.0,154130233.0,157149328.0,160184735.0,163175453.0,166049337.0,168827666.0,171518928.0,174160430.0,176806685.0,179434669.0,181966156.0,184351434.0,186538689.0,188573390.0,190488495.0,192219475.0,193854336.0,195436734.0,196901139.0,198208563.0,199329376.0,200252910.0,200880719.0,201244111.0,201472924.0,201592783.0,201564895.0,201380848.0,201025498.0,200473716.0,199612180.0,198443019.0,197122936.0,195635160.0,194054744.0,192383374.0,190599344.0,188878814.0,187217177.0
46,"Population ages 00-04, female (% of female population)",16.3871601119159,16.3384130911789,16.2910957578277,16.2520920352534,16.2268892263307,16.1767118072843,16.0895596907644,15.9938284825769,15.9124337427851,15.8437503091417,15.7775123605963,15.7265412845155,15.6759048497903,15.6179632152776,15.5666645516722,15.5066087461955,15.4296308224706,15.3283071830106,15.195113623179,15.0600574466902,14.9561202982114,14.8790693330895,14.8193750771307,14.7782932165317,14.7391393872156,14.678386813384,14.6026629165067,14.5096718440199,14.3880941997006,14.2415952342433,14.0671140464576,13.8684174641588,13.6668570745214,13.4656550478817,13.2581597461884,13.0615872425121,12.8678571039606,12.6688143872719,12.477696249545,12.294041533144,12.1214691704512,11.9731384815442,11.8328955838532,11.6771524337287,11.5047416943329,11.3041911818144,11.0618654576168,10.8029503888726,10.5579426957555,10.3352595372863,10.1341673788103,9.95207405851518,9.77864819863287,9.60294180024731,9.40120385408988,9.1852428551907,8.98802197876665,8.79577294856853,8.60923253677353,8.44487782973375,8.28442848599969,8.12560148619709,7.98962292126516
47,Female headed households (% of households with a female head),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,17.5,0.0
48,"Fertility rate, total (births per woman)",5.921,5.937,5.953,5.969,5.979,5.941,5.881,5.825,5.76,5.684,5.624,5.565,5.482,5.402,5.325,5.195,5.13,5.007,4.888,4.808,4.775,4.698,4.62,4.565,4.516,4.432,4.399,4.311,4.222,4.132,4.045,3.959,3.877,3.799,3.723,3.651,3.582,3.514,3.446,3.383,3.35,3.303,3.217,3.122,3.046,2.958,2.864,2.784,2.718,2.673,2.603,2.536,2.467,2.406,2.306,2.287,2.273,2.2,2.177,2.109,2.051,2.031,0.0
49,"Mortality rate, infant, male (per 1,000 live births)",167.6,165.1,162.9,160.9,159.0,157.2,155.4,153.8,152.1,150.1,147.9,145.7,143.3,140.8,138.4,135.8,132.9,129.6,125.8,122.0,118.6,115.4,112.5,110.0,107.2,104.6,101.6,98.6,96.0,93.5,91.1,88.7,86.2,83.8,81.2,78.7,76.3,73.7,71.2,69.2,66.5,63.8,61.2,58.8,57.2,54.8,52.9,50.6,48.5,46.5,44.2,42.2,40.2,38.3,36.4,34.6,32.9,31.3,29.8,28.4,26.9,25.7,0.0
50,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,39.9,0.0,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,42.8,42.3,0.0,0.0,45.7,0.0,0.0,48.5,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,0.0,0.0,0.0,56.5,56.4,0.0
51,"Mortality rate, adult, female (per 1,000 female adults)",393.56,394.154,393.657,392.458,390.91,399.413,393.749,387.484,368.994,362.231,356.306,351.81,347.154,342.126,335.116,328.252,319.8,310.882,300.122,289.612,279.38,269.62,260.543,252.201,244.632,237.922,232.112,227.18,223.023,219.38,216.377,213.731,211.316,209.574,207.181,205.19,203.097,200.707,198.086,194.977,190.564,186.254,179.626,173.247,167.462,161.031,155.712,151.348,147.873,145.274,143.479,142.507,142.342,142.92,143.702,144.478,144.65,143.731,141.768,139.668,144.496,185.906,0.0
52,"People using at least basic sanitation services, urban (% of urban population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7989405304939,48.8691652284327,50.3847059355097,51.9193333071239,53.4730473432759,55.0458480439657,56.6377354091928,58.2487094389572,59.8787701332594,61.5279174920992,63.1961515154767,64.8834722033912,66.5898795558437,68.3153735728336,70.0599542543613,71.8236216004264,73.6063756110286,75.4082162861688,77.2291436258465,79.0691576300619,80.9282582988144,82.8064456321047,84.7037196299326
53,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.3,0.0,0.0,0.0
54,Risk of impoverishing expenditure for surgical care (% of people at risk),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,62.6,60.4,58.2,55.9,53.7,52.2,48.7,44.1,45.1,38.1,35.5,35.3,32.8,30.2,27.2,27.2,24.1,0.0,0.0
55,Prevalence of current tobacco use (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,0.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,38.1,0.0,0.0,0.0,0.0,32.2,0.0,0.0,28.1,28.1,27.2,0.0,0.0
56,Number of maternal deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,107000.0,94000.0,89000.0,85000.0,79000.0,68000.0,63000.0,59000.0,56000.0,48000.0,45000.0,42000.0,40000.0,34000.0,32000.0,30000.0,29000.0,28000.0,27000.0,24000.0,0.0,0.0
57,"Specialist surgical workforce (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,"Hospital beds (per 1,000 people)",0.458986908197403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604499995708466,0.0,0.0,0.0,0.0,0.588199973106384,0.0,0.0,0.0,0.0,0.769699990749359,0.769400000572205,0.0,0.0,0.0,0.769200026988983,0.0,0.718200027942657,0.0,0.0,0.0,0.7870000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.64,0.63,0.8999999762,0.0,0.41,0.42,0.41,0.41,0.44,0.47,0.63,0.49,0.49,0.52,0.58,0.48,0.53,0.0,0.0,0.0,0.0,0.0
59,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,23.0,37.0,39.0,0.0,0.0,6.0,21.0,42.0,47.0,59.0,59.0,63.0,64.0,52.0,64.0,0.0
60,"Incidence of HIV, all (per 1,000 uninfected population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.29,0.42,0.52,0.57,0.6,0.6,0.59,0.51,0.42,0.34,0.27,0.22,0.19,0.17,0.16,0.14,0.13,0.12,0.11,0.1,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0
61,Antiretroviral therapy coverage (% of people living with HIV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,11.0,15.0,19.0,24.0,30.0,34.0,38.0,43.0,47.0,55.0,62.0,62.0,65.0,0.0
62,People using safely managed drinking water services (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,"People using at least basic drinking water services, urban (% of urban population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8286599141163,92.0062390277421,92.1849749730231,92.36371537525,92.5424602344226,92.7212095505411,92.8999633236053,93.0787215536154,93.2574842405711,93.4362513844727,93.6150229853201,93.7937990431133,93.9725795578522,94.151364529537,94.3301539581675,94.5089478437438,94.6877461862659,94.8665489857338,95.0453562421475,95.224167955507,95.4029841258122,95.5818047530632,95.76062983726
